Customer_ID,Cluster_Label,Predicted_Churn,Churn_Probability,Predicted_Next_Quarter_Revenue,Risk_Score,Revenue_Potential_Score,Engagement_Score,Engagement_Level
10491,High-Growth Startup,0,3.0016189377151924e-09,7381.9575,6.27,43.57,59.38,Medium
10863,High-Growth Startup,0,1.1503943456790441e-10,407.11545,7.87,37.69,66.8,Medium
12234,Discount-Heavy Stable,0,2.7929625251034503e-09,6807.082,8.56,33.02,40.53,Low
12754,High Revenue Loyal,0,5.2641872649886055e-09,130.02448,9.07,44.72,83.44,High
11384,Discount-Heavy Stable,0,7.312541791603056e-08,169.1029,8.12,24.48,43.32,Low
12073,High Revenue Loyal,0,3.0705052547906286e-09,26712.393,7.07,74.05,82.27,High
13709,At-Risk SMB,0,7.669395206975063e-08,1701.4683,13.76,14.16,22.42,Low
12084,High Revenue Loyal,0,3.2591941586487253e-09,2599.457,8.16,50.17,87.43,High
11363,High-Growth Startup,0,1.0861192159101389e-08,1008.7194,9.39,32.03,55.97,Medium
13411,High-Growth Startup,0,6.30261623693746e-10,319.30545,9.35,36.92,68.51,Medium
10507,At-Risk SMB,0,2.174411183694162e-09,64.273254,14.96,16.93,25.06,Low
12852,At-Risk SMB,0,4.586892366529201e-07,37.635105,12.49,17.28,30.47,Low
10026,High Revenue Loyal,0,3.4330490097284517e-09,2578.4463,8.89,40.48,68.28,Medium
12118,High Revenue Loyal,0,5.373329248236741e-10,183.27074,7.36,38.0,72.04,Medium
11223,Discount-Heavy Stable,0,9.252623150298739e-10,261.99597,9.46,24.79,41.8,Low
11114,Discount-Heavy Stable,0,1.5199722007024823e-09,2202.1926,10.77,30.51,51.62,Medium
14422,High Revenue Loyal,0,3.5204850549695102e-09,22141.727,8.56,72.3,90.25,High
13650,Discount-Heavy Stable,0,1.803578192382831e-09,171.50064,8.16,29.64,51.93,Medium
12581,High Revenue Loyal,0,1.215289390189956e-09,168.09773,6.56,39.41,73.72,Medium
14817,High Revenue Loyal,0,2.835335332970029e-09,23184.438,7.47,65.58,78.31,High
13165,High-Growth Startup,0,1.5964120467709999e-09,5850.3096,8.38,40.66,60.46,Medium
10434,Discount-Heavy Stable,0,1.1258302062048409e-08,704.63574,8.7,35.12,60.15,Medium
12198,At-Risk SMB,0,1.358274816624829e-07,467.21988,23.44,21.2,32.36,Low
13366,At-Risk SMB,0,1.937021973348973e-09,42.40686,13.18,20.29,39.62,Low
13289,High Revenue Loyal,0,2.7344975192541794e-09,20944.01,7.58,66.32,78.17,High
12224,High Revenue Loyal,0,3.0705052547906286e-09,14217.234,7.18,59.18,79.78,High
13079,High-Growth Startup,0,3.54971171420754e-10,289.88602,8.96,32.0,51.72,Medium
14718,High-Growth Startup,0,3.396342521508204e-09,7069.8594,8.7,32.82,47.99,Low
12265,High-Growth Startup,0,2.721765635615395e-09,392.43246,8.95,27.48,46.65,Low
13277,At-Risk SMB,1,0.9999999820389424,517.6443,61.76,13.99,28.34,Low
13107,At-Risk SMB,0,2.029669529908799e-07,29.235296,11.34,13.54,25.33,Low
11103,High-Growth Startup,0,2.6897143244786004e-10,343.82108,9.69,34.33,62.41,Medium
11781,High Revenue Loyal,0,3.986071308733056e-09,21281.139,7.87,71.48,85.89,High
12451,High-Growth Startup,0,3.1846798956770422e-09,249.14813,8.78,29.97,51.77,Medium
13476,At-Risk SMB,1,0.999999986429842,-505.9968,63.33,15.24,21.4,Low
14094,High Revenue Loyal,0,2.382335825137135e-09,3572.788,7.18,47.88,76.97,High
10157,High Revenue Loyal,0,2.0956485700951513e-09,20952.678,7.47,68.89,84.55,High
13177,Discount-Heavy Stable,0,4.718802967757891e-10,1632.2115,8.49,28.27,47.24,Low
13860,High Revenue Loyal,0,6.109559005990783e-10,2222.7983,8.16,41.9,70.69,Medium
10616,High-Growth Startup,0,5.104886103905481e-08,232.79945,9.87,37.23,63.52,Medium
10644,High Revenue Loyal,0,2.471214507338004e-09,27512.201,6.89,81.27,93.54,High
11610,At-Risk SMB,1,0.9999999996840654,319.54745,64.21,15.13,25.33,Low
11938,High-Growth Startup,0,7.383636703670201e-11,475.72073,8.16,38.74,70.64,Medium
11069,High Revenue Loyal,0,2.835335332970029e-09,28999.648,7.36,73.21,74.54,Medium
13502,High-Growth Startup,0,4.785214492202376e-09,3561.2942,9.72,42.16,65.19,Medium
14742,High Revenue Loyal,0,2.835335332970029e-09,23127.182,7.76,67.07,78.1,High
14372,High Revenue Loyal,0,2.439652330043238e-09,8626.731,8.27,54.91,86.99,High
11515,Discount-Heavy Stable,0,5.154932298981947e-09,6039.6875,11.3,36.46,52.98,Medium
10331,High-Growth Startup,0,5.597041334280981e-10,219.2112,8.67,37.69,68.78,Medium
13339,High Revenue Loyal,0,2.377538178310818e-09,14635.48,8.09,56.38,72.42,Medium
12903,High Revenue Loyal,0,2.471214507338004e-09,4167.6763,7.36,40.37,66.02,Medium
12332,At-Risk SMB,0,5.834559682776212e-10,395.92786,14.09,17.14,27.63,Low
10623,Discount-Heavy Stable,0,3.7619415716246237e-10,346.85583,8.27,31.79,57.95,Medium
11783,High Revenue Loyal,0,3.924926212150482e-09,4085.3484,8.81,44.33,78.18,High
12477,High Revenue Loyal,0,4.185405152616078e-09,28785.14,8.67,80.04,86.6,High
10776,Discount-Heavy Stable,0,2.841029046304233e-09,8059.2124,7.55,38.31,49.82,Low
13091,Discount-Heavy Stable,0,8.653306979800443e-09,7759.0967,10.86,37.78,50.35,Medium
12100,High Revenue Loyal,0,1.617778511299446e-09,19046.473,6.78,62.09,78.7,High
11742,High Revenue Loyal,0,2.835335332970029e-09,29624.395,7.76,77.15,80.22,High
13250,At-Risk SMB,1,0.9999999984674172,824.6257,70.03,18.61,31.64,Low
10756,High Revenue Loyal,0,2.835335332970029e-09,4623.3867,8.89,47.24,74.11,Medium
10519,High Revenue Loyal,0,3.8339917368209735e-09,12348.582,8.09,50.81,69.43,Medium
14054,At-Risk SMB,0,6.57455864645872e-10,1910.6085,14.43,16.42,23.42,Low
10033,At-Risk SMB,1,0.9999999997894936,681.1314,62.21,19.05,37.54,Low
13129,High-Growth Startup,1,0.9999986543844288,2325.5332,58.99,40.52,60.26,Medium
12982,High Revenue Loyal,0,1.1346607867391485e-07,163.00562,6.56,38.85,70.61,Medium
11158,High Revenue Loyal,0,2.835335332970029e-09,32547.506,6.16,75.09,68.67,Medium
14346,Discount-Heavy Stable,0,9.084076395848652e-09,1656.7827,9.1,33.63,57.82,Medium
10745,At-Risk SMB,0,1.8672725356438077e-07,-187.30756,10.56,17.24,29.55,Low
13540,At-Risk SMB,1,0.9999999724878892,-268.63074,62.3,12.75,21.65,Low
12911,High-Growth Startup,0,9.592841621218876e-10,229.68039,9.29,35.77,64.61,Medium
12096,At-Risk SMB,0,4.7754498176279096e-08,818.3674,11.98,20.57,38.11,Low
12760,At-Risk SMB,0,6.064476820796667e-08,56.627827,12.03,19.38,33.37,Low
10784,High-Growth Startup,0,1.1157275128690366e-09,877.1843,7.76,27.91,47.32,Low
13567,Discount-Heavy Stable,0,5.215849650679985e-09,40.252377,9.29,32.68,58.78,Medium
13139,High-Growth Startup,0,2.4978935614951018e-11,255.68787,8.09,36.34,64.3,Medium
10230,High Revenue Loyal,1,0.999999378438592,116.092606,57.47,43.89,84.88,High
10858,Discount-Heavy Stable,0,1.580505448936425e-09,707.25684,10.15,27.38,50.92,Medium
11667,Discount-Heavy Stable,0,2.0746438253197944e-09,5418.0396,9.5,41.61,61.93,Medium
11402,High Revenue Loyal,0,2.835335332970029e-09,5592.9995,8.27,49.26,80.64,High
13214,High-Growth Startup,0,3.689915052625919e-10,2870.357,9.86,38.01,58.52,Medium
10409,High Revenue Loyal,0,4.67153261972276e-10,190.9337,8.56,43.85,81.78,High
10171,High Revenue Loyal,0,3.4148708741555875e-08,265.17926,7.07,36.22,64.34,Medium
10541,Discount-Heavy Stable,0,4.3745372207900415e-09,4388.993,10.08,33.04,53.2,Medium
13631,High Revenue Loyal,0,2.8406403270422476e-09,5198.713,8.16,44.2,74.09,Medium
14015,High-Growth Startup,0,2.3517268211703328e-09,652.64417,9.35,36.75,69.6,Medium
12733,High-Growth Startup,0,2.8406403270422476e-09,10190.755,7.47,49.75,63.7,Medium
10614,Discount-Heavy Stable,0,9.009649536453868e-09,-40.28915,7.36,28.35,51.22,Medium
12046,High Revenue Loyal,0,3.0705052547906286e-09,14255.554,7.36,58.97,76.89,High
12026,At-Risk SMB,0,2.092814514645663e-07,126.07926,11.75,13.96,23.94,Low
13666,At-Risk SMB,1,0.9999998991879616,-39.689606,64.29,13.13,28.3,Low
11162,High-Growth Startup,0,2.668034506777982e-09,12225.483,7.32,45.2,54.84,Medium
12192,High-Growth Startup,0,3.793801251660063e-09,9713.828,10.98,40.64,49.79,Low
12518,High Revenue Loyal,0,4.006524095252321e-10,2007.3077,6.67,47.39,85.89,High
13048,High-Growth Startup,0,1.1856995418102336e-10,302.2705,10.09,26.63,45.37,Low
13063,High Revenue Loyal,0,2.921475119360118e-09,27155.32,6.27,75.62,84.94,High
11618,High-Growth Startup,0,2.280131706660953e-09,228.09532,9.47,33.75,59.15,Medium
12340,High Revenue Loyal,0,8.002650395818996e-10,180.3195,6.96,42.47,77.09,High
10565,High-Growth Startup,0,8.706921714231931e-10,384.24243,8.89,27.69,47.67,Low
13806,High Revenue Loyal,0,2.835335332970029e-09,21026.955,7.07,66.15,81.56,High
14721,At-Risk SMB,0,1.979340066727572e-09,13.985954,12.88,12.64,20.82,Low
14820,High-Growth Startup,0,2.002912732002395e-09,1295.5148,9.07,40.37,69.42,Medium
12805,High Revenue Loyal,0,2.835335332970029e-09,4321.374,6.56,48.23,77.71,High
13361,At-Risk SMB,0,1.3829781884238185e-08,73.162224,11.18,14.98,25.45,Low
11558,At-Risk SMB,0,4.337648294104841e-09,2022.3743,12.41,20.48,33.35,Low
13994,At-Risk SMB,1,0.9999999834146416,2658.6116,61.97,14.0,21.43,Low
13705,High Revenue Loyal,0,2.835335332970029e-09,27522.041,7.58,74.24,83.03,High
11766,High Revenue Loyal,0,7.483101388284757e-10,532.0268,8.67,43.81,81.69,High
14399,High Revenue Loyal,0,2.40443167477529e-09,16682.654,7.76,65.19,86.58,High
12695,Discount-Heavy Stable,0,2.3122295374849684e-08,216.7862,9.29,32.17,61.62,Medium
14667,Discount-Heavy Stable,0,1.6544651024424671e-09,617.82983,8.49,27.13,44.79,Low
14941,Discount-Heavy Stable,0,5.801254727913149e-07,46.990086,8.99,30.28,52.84,Medium
11173,High Revenue Loyal,0,3.0705052547906286e-09,21240.64,7.18,62.28,69.38,Medium
14522,At-Risk SMB,0,1.2038794546189332e-08,209.72643,16.24,20.25,35.72,Low
10326,High-Growth Startup,0,3.070472127592522e-09,9542.205,9.36,51.25,70.96,Medium
11052,High Revenue Loyal,0,2.835335332970029e-09,15904.985,8.27,54.84,71.58,Medium
13138,High Revenue Loyal,0,3.341620968810214e-09,14713.255,6.67,52.82,62.71,Medium
14991,High Revenue Loyal,0,2.471214507338004e-09,29646.236,7.58,76.41,77.57,High
13075,Discount-Heavy Stable,0,1.587215410949369e-08,151.14558,9.68,28.52,47.36,Low
14848,High-Growth Startup,0,2.471214507338004e-09,9672.598,8.67,49.9,67.0,Medium
11670,Discount-Heavy Stable,0,6.048604754776791e-08,187.67892,8.81,28.29,47.41,Low
11197,High Revenue Loyal,0,3.189820232349278e-09,9575.043,7.47,54.11,75.83,High
10621,High-Growth Startup,0,3.3129428727839484e-09,10424.747,8.19,41.07,52.73,Medium
11527,At-Risk SMB,1,0.999999975321079,1961.7152,69.54,12.49,20.22,Low
13067,At-Risk SMB,0,2.304080406633204e-10,1656.891,10.41,17.88,24.2,Low
11483,High-Growth Startup,0,8.870192976496715e-09,823.1654,10.86,35.96,56.54,Medium
11190,High-Growth Startup,1,0.9999997040420666,1544.84,59.69,34.01,56.53,Medium
10329,High-Growth Startup,0,1.7484797024639005e-07,392.57443,8.96,31.22,54.09,Medium
10649,High-Growth Startup,0,5.808165614597194e-09,669.9604,8.92,31.8,54.81,Medium
10898,High Revenue Loyal,0,3.4938896188143713e-10,255.78288,7.76,40.91,77.15,High
12094,High Revenue Loyal,0,9.984800965696771e-10,230.77705,8.16,45.5,81.57,High
11124,High Revenue Loyal,0,3.351939544369157e-09,23255.143,7.36,69.99,76.72,High
12081,At-Risk SMB,0,3.899356800449664e-10,1936.8638,10.55,23.97,35.44,Low
14786,Discount-Heavy Stable,0,1.0723658722626263e-09,467.4254,8.96,33.79,54.77,Medium
13821,High-Growth Startup,0,3.446450882501172e-09,6785.162,10.12,38.39,55.19,Medium
13545,At-Risk SMB,1,0.999999999827911,-251.90923,64.58,13.99,19.83,Low
12136,At-Risk SMB,1,0.9999999752913568,-7.291653,69.74,19.77,28.93,Low
12479,At-Risk SMB,0,1.733821610115612e-08,142.48955,11.35,18.25,32.15,Low
11601,Discount-Heavy Stable,0,4.0537268255023745e-09,8521.4,10.43,43.83,57.65,Medium
13530,At-Risk SMB,1,0.9999999994117332,41.375854,64.43,15.53,27.82,Low
12283,At-Risk SMB,0,5.981885735994129e-08,1552.2167,10.12,23.07,36.7,Low
11520,High Revenue Loyal,0,2.835335332970029e-09,20660.568,7.47,64.23,74.28,Medium
10190,High Revenue Loyal,0,2.471214507338004e-09,3736.3113,6.56,47.93,83.54,High
13468,At-Risk SMB,0,3.6491680686532086e-08,361.38864,12.0,12.05,22.54,Low
11024,At-Risk SMB,0,1.6041036578086006e-06,34.55139,10.76,24.85,41.65,Low
14569,High-Growth Startup,0,3.986071308733056e-09,10506.889,8.27,46.62,57.17,Medium
14123,Discount-Heavy Stable,0,1.3632830875733505e-08,1081.4583,10.48,30.95,45.26,Low
13471,At-Risk SMB,1,0.9999999962994356,613.84576,64.54,13.0,24.57,Low
14852,High-Growth Startup,0,1.2453438144092616e-09,237.61021,7.07,38.68,69.42,Medium
14619,At-Risk SMB,0,4.26318995983624e-09,606.7289,12.89,17.52,31.0,Low
14232,High Revenue Loyal,0,2.5146156181354903e-09,7516.6665,6.27,52.46,76.65,High
10810,Discount-Heavy Stable,0,1.8344160883391447e-10,10.618715,9.29,20.73,35.17,Low
13036,High-Growth Startup,0,2.1100388719474237e-08,635.2517,8.81,32.39,56.8,Medium
10979,At-Risk SMB,1,0.999999998945064,1376.5526,62.16,14.66,23.9,Low
12230,High-Growth Startup,0,3.35424517577335e-10,220.23936,8.92,35.79,65.03,Medium
14066,High-Growth Startup,0,2.7842982824859203e-09,2808.5498,8.49,37.1,61.52,Medium
11882,High-Growth Startup,0,2.802005344302892e-09,244.54913,9.18,32.52,60.96,Medium
11863,Discount-Heavy Stable,0,3.178375180700205e-09,8398.095,7.87,45.34,61.0,Medium
13987,High Revenue Loyal,0,3.189820232349278e-09,26952.688,7.36,77.87,84.97,High
12035,High Revenue Loyal,0,3.8339917368209735e-09,16731.053,6.96,59.69,72.3,Medium
12750,High Revenue Loyal,0,3.095185109509527e-09,16740.188,6.24,63.97,79.25,High
11663,High-Growth Startup,1,0.999999964321299,8518.021,59.76,44.54,59.48,Medium
12017,High Revenue Loyal,0,2.40443167477529e-09,15797.791,7.76,58.8,77.16,High
14410,High Revenue Loyal,0,2.0982479847939262e-08,716.84503,8.12,42.81,78.46,High
10175,High Revenue Loyal,0,3.0773085792482267e-09,1736.5336,8.27,51.41,89.53,High
14949,High-Growth Startup,0,3.655652086618302e-09,902.61304,11.59,31.68,51.96,Medium
14288,High Revenue Loyal,0,1.617778511299446e-09,26747.137,6.67,73.76,85.26,High
11653,High Revenue Loyal,0,3.189820232349278e-09,5219.0435,7.29,46.36,69.8,Medium
14601,High-Growth Startup,0,5.418504240660368e-09,12119.766,10.37,48.51,59.9,Medium
10218,High Revenue Loyal,0,2.835335332970029e-09,12576.131,6.78,52.52,70.73,Medium
14581,High-Growth Startup,0,6.329660387943414e-10,273.29553,6.89,33.31,57.85,Medium
13966,High Revenue Loyal,0,3.070472127592522e-09,8610.599,6.96,47.24,67.23,Medium
11445,High Revenue Loyal,0,2.550545934842201e-09,2603.512,6.27,39.21,70.89,Medium
10691,High Revenue Loyal,0,2.377538178310818e-09,19317.19,7.07,61.27,73.78,Medium
14427,High Revenue Loyal,0,2.835335332970029e-09,17561.031,8.16,59.61,68.67,Medium
12379,High Revenue Loyal,0,4.2089857618837484e-10,1825.8265,6.67,45.44,80.73,High
12858,At-Risk SMB,0,2.914685919186977e-07,-92.2824,10.83,10.62,16.06,Low
11107,High Revenue Loyal,0,1.1230801675649376e-09,206.66998,8.09,46.8,87.49,High
11704,High-Growth Startup,0,3.341620968810214e-09,10410.6,7.76,52.83,70.0,Medium
10819,High-Growth Startup,0,3.2050083540658133e-09,13158.789,10.59,49.45,62.19,Medium
11706,Discount-Heavy Stable,0,5.1034852635484924e-09,6109.338,9.87,35.13,46.97,Low
10612,High-Growth Startup,0,1.2893515007176976e-09,282.84845,7.47,34.74,66.42,Medium
13064,Discount-Heavy Stable,0,1.2259344122093156e-09,46.063335,9.21,34.81,59.22,Medium
14990,High Revenue Loyal,0,3.251316014385394e-09,13406.123,6.67,58.55,80.18,High
13956,High-Growth Startup,0,2.7942773847330463e-09,7137.457,8.3,42.49,55.93,Medium
10577,Discount-Heavy Stable,0,1.8972897249841643e-08,172.97444,9.18,30.38,49.9,Low
12195,High-Growth Startup,0,3.2591941586487253e-09,4921.938,9.29,41.72,62.3,Medium
14575,Discount-Heavy Stable,0,3.189820232349278e-09,6503.0986,8.27,39.37,52.28,Medium
11181,High-Growth Startup,0,2.471214507338004e-09,14783.381,7.36,54.52,66.25,Medium
10889,High Revenue Loyal,0,1.0783221785934723e-09,198.22462,8.49,42.7,75.19,High
13338,Discount-Heavy Stable,0,1.651943444008773e-09,6731.3374,9.18,42.4,58.03,Medium
12025,At-Risk SMB,0,2.051836769930051e-07,1202.6422,10.77,23.14,39.76,Low
12838,High Revenue Loyal,0,2.1391130129427047e-10,275.70258,7.76,41.77,75.88,High
10818,At-Risk SMB,0,4.044824010207397e-08,251.05988,9.47,20.13,33.85,Low
13494,High-Growth Startup,1,0.999999999113054,1406.3999,56.96,44.75,74.49,Medium
13674,At-Risk SMB,0,9.085561058520309e-08,13.985954,13.92,8.81,16.65,Low
10209,High Revenue Loyal,0,3.0705052547906286e-09,20461.877,7.98,65.89,79.49,High
10294,High Revenue Loyal,0,3.070472127592522e-09,7508.925,7.87,52.19,78.55,High
11120,Discount-Heavy Stable,0,5.9187753668301214e-09,6698.9736,11.51,37.55,55.08,Medium
13404,Discount-Heavy Stable,1,0.9999999918127132,905.22894,58.56,30.05,51.72,Medium
13356,At-Risk SMB,0,7.686751626533292e-10,1656.2891,10.26,24.02,36.29,Low
11265,High-Growth Startup,0,1.5009522199376382e-08,9960.686,7.47,45.45,61.01,Medium
10991,High-Growth Startup,0,3.0016189377151924e-09,6956.268,9.47,45.86,63.45,Medium
12424,High Revenue Loyal,0,3.2591941586487253e-09,3588.8713,6.89,41.96,71.37,Medium
13983,High-Growth Startup,0,6.51739026975842e-10,520.6421,8.92,37.16,64.01,Medium
14329,Discount-Heavy Stable,0,4.193236166195418e-09,5937.662,8.96,42.33,60.29,Medium
11808,At-Risk SMB,0,2.059529225089053e-08,749.573,10.63,13.89,26.73,Low
10354,High-Growth Startup,0,1.8541447044603177e-09,247.04143,9.9,38.04,69.11,Medium
14904,Discount-Heavy Stable,0,2.589616101573191e-10,1408.4437,8.56,27.06,41.21,Low
11659,At-Risk SMB,0,2.8111565831833213e-08,1257.2354,9.29,21.25,30.35,Low
13245,High Revenue Loyal,0,3.728913453123389e-09,3090.7292,8.67,44.08,77.98,High
11490,At-Risk SMB,0,4.068093693429837e-07,41.772022,11.54,15.59,25.22,Low
13483,Discount-Heavy Stable,1,0.9999999989399172,2220.726,58.38,33.16,51.81,Medium
14088,High-Growth Startup,0,3.095185109509527e-09,10641.13,7.58,49.64,64.76,Medium
13251,Discount-Heavy Stable,0,3.2146747148519798e-09,6688.736,11.5,38.37,52.71,Medium
11229,Discount-Heavy Stable,0,4.7543904287066955e-09,10361.683,7.61,40.42,51.84,Medium
10260,High-Growth Startup,0,1.6555163404404852e-09,1129.088,8.89,37.11,62.41,Medium
11695,High-Growth Startup,0,1.7944516786399372e-09,9409.49,7.9,43.91,52.89,Medium
13754,High-Growth Startup,0,2.835335332970029e-09,5227.9214,9.07,43.91,67.17,Medium
14887,High Revenue Loyal,0,7.157141390660934e-10,179.6366,6.96,41.9,77.95,High
11979,High-Growth Startup,0,1.966593164655235e-09,3473.2632,8.56,33.57,53.84,Medium
12707,Discount-Heavy Stable,0,7.970573861326294e-09,261.7153,10.16,26.05,42.58,Low
10053,High-Growth Startup,0,3.339829056661138e-09,10641.541,8.3,47.94,63.15,Medium
12338,At-Risk SMB,0,3.0665059797991422e-09,2204.9238,10.16,28.04,45.04,Low
10412,High-Growth Startup,0,3.8339917368209735e-09,6325.5977,7.87,36.8,51.57,Medium
12334,High Revenue Loyal,0,9.472406708563975e-10,233.07271,6.96,37.87,73.31,Medium
14583,Discount-Heavy Stable,0,1.5084268540462226e-09,1144.2225,8.3,40.23,68.13,Medium
14085,At-Risk SMB,0,1.1922897793482312e-08,1239.7277,4.68,13.03,18.14,Low
12496,At-Risk SMB,0,1.028464473151519e-09,30.401527,14.79,8.89,16.5,Low
12747,High Revenue Loyal,0,2.40443167477529e-09,27757.73,7.87,78.81,84.91,High
13304,Discount-Heavy Stable,0,5.684282947263234e-09,7208.977,10.69,41.16,59.02,Medium
11480,At-Risk SMB,0,1.8002569379811031e-09,1994.6204,13.83,14.67,22.19,Low
11508,At-Risk SMB,0,3.018307371931461e-09,1985.7614,13.23,21.12,35.64,Low
11034,Discount-Heavy Stable,0,3.266768452872454e-09,7039.255,8.92,43.54,60.42,Medium
11098,Discount-Heavy Stable,0,1.3783714045161655e-09,8388.301,8.99,38.22,53.2,Medium
11470,High Revenue Loyal,0,3.225942354321897e-09,1388.4669,8.27,50.95,91.2,High
10544,Discount-Heavy Stable,0,3.2591941586487253e-09,2176.2651,7.36,37.99,57.3,Medium
11047,High Revenue Loyal,0,2.247117607734243e-09,22621.99,7.21,69.8,80.11,High
14714,Discount-Heavy Stable,0,3.482166974418878e-09,5857.573,8.89,39.67,54.09,Medium
11756,High-Growth Startup,0,3.787064483123294e-09,8786.669,7.47,43.79,56.2,Medium
10031,High-Growth Startup,0,3.8339917368209735e-09,11876.28,7.47,47.97,66.03,Medium
10726,High Revenue Loyal,0,4.5577009201481015e-10,1881.34,7.07,40.57,76.19,High
14391,High Revenue Loyal,0,2.001812002223181e-09,1097.8899,7.79,48.51,83.41,High
12229,High Revenue Loyal,0,4.407141309102075e-09,3153.381,6.67,37.96,62.73,Medium
10338,High-Growth Startup,0,2.346034705918944e-09,2820.9468,10.23,39.46,62.99,Medium
11427,High Revenue Loyal,0,3.351939544369157e-09,23934.045,9.07,71.15,82.71,High
12544,High Revenue Loyal,0,8.197647932177734e-10,662.7208,7.07,49.35,88.14,High
12659,High Revenue Loyal,0,2.974240813731471e-09,9469.261,7.76,55.08,81.1,High
10437,High Revenue Loyal,0,2.835335332970029e-09,18393.4,7.36,61.88,73.6,Medium
12631,High Revenue Loyal,0,3.070472127592522e-09,6149.228,8.56,49.86,78.2,High
10913,Discount-Heavy Stable,0,2.137226924285684e-08,8539.068,10.63,32.4,37.98,Low
14354,High Revenue Loyal,0,3.5836721728201162e-09,334.34668,6.78,48.95,87.95,High
11589,High Revenue Loyal,0,6.404331765115447e-10,2877.8545,7.36,42.07,70.06,Medium
14295,Discount-Heavy Stable,0,3.8954609990207414e-09,4808.747,10.09,33.35,48.06,Low
14652,Discount-Heavy Stable,0,3.356742787881264e-09,3589.0325,11.23,32.93,51.01,Medium
13549,High Revenue Loyal,0,1.7861611223968795e-09,178.91087,6.27,42.34,75.73,High
11591,High Revenue Loyal,0,2.454328736270062e-09,178.48912,7.76,39.08,70.05,Medium
12438,High-Growth Startup,0,3.189820232349278e-09,13236.288,8.89,41.67,45.07,Low
11770,Discount-Heavy Stable,0,2.37988452125681e-09,8328.776,10.15,37.34,45.32,Low
11239,High Revenue Loyal,0,2.377538178310818e-09,12431.828,8.96,52.97,71.55,Medium
10904,At-Risk SMB,0,5.488826594192101e-10,1789.2507,14.94,18.84,27.67,Low
13387,At-Risk SMB,1,0.99999999998323,-88.29802,71.14,17.59,31.87,Low
14882,High-Growth Startup,0,3.178375180700205e-09,10520.789,8.78,43.46,57.68,Medium
14594,High Revenue Loyal,0,5.287830064410572e-09,1455.1774,8.34,45.27,79.09,High
10508,Discount-Heavy Stable,0,2.6937525608903246e-09,6024.067,9.06,30.57,43.55,Low
13435,High Revenue Loyal,0,1.7927095682805084e-08,233.77899,7.9,40.67,77.58,High
10184,At-Risk SMB,0,5.094279234640822e-07,229.21097,13.89,17.57,31.66,Low
11747,High-Growth Startup,0,3.1717352314713915e-10,2387.8816,9.07,37.81,61.81,Medium
11498,High-Growth Startup,0,2.2143790079934673e-09,12961.953,7.36,50.51,64.67,Medium
12604,High-Growth Startup,0,4.796378876348694e-09,2049.645,8.16,27.08,38.38,Low
10322,At-Risk SMB,0,9.908297184385912e-07,104.429146,13.6,15.86,27.43,Low
14419,High Revenue Loyal,0,2.835335332970029e-09,20547.707,7.47,62.22,77.6,High
14030,Discount-Heavy Stable,0,2.4357625923935307e-09,6048.103,10.99,35.07,48.69,Low
12202,Discount-Heavy Stable,0,2.471214507338004e-09,9542.937,8.16,44.46,61.07,Medium
14746,High Revenue Loyal,0,2.835335332970029e-09,19518.572,9.36,65.56,82.78,High
13759,Discount-Heavy Stable,0,3.502829580567957e-09,7543.023,9.07,33.61,41.22,Low
13432,High-Growth Startup,1,0.999999993443052,6205.2573,60.22,41.89,62.12,Medium
12837,High-Growth Startup,0,9.5159821042606e-10,226.46765,7.47,38.45,68.73,Medium
11552,At-Risk SMB,0,1.0246965658498628e-07,44.38583,10.76,13.57,22.72,Low
14577,Discount-Heavy Stable,0,1.594981137746092e-09,6479.936,9.39,38.18,53.29,Medium
11147,High-Growth Startup,0,7.006150869095276e-11,334.383,9.1,33.3,61.22,Medium
14910,High Revenue Loyal,0,6.841697487321207e-08,122.01568,7.07,43.56,80.15,High
12481,At-Risk SMB,1,0.9999999998616133,447.28027,64.93,24.63,41.21,Low
10045,Discount-Heavy Stable,0,1.4488439970735452e-06,175.97809,11.09,33.61,51.29,Medium
14700,High-Growth Startup,0,9.327365483054605e-08,787.8284,8.63,25.41,41.97,Low
14120,At-Risk SMB,1,0.9999999894879312,-473.69806,66.96,18.36,32.5,Low
13846,At-Risk SMB,0,2.841812222207664e-07,285.57507,17.45,12.72,19.75,Low
12791,Discount-Heavy Stable,0,5.74325378906499e-10,203.58307,7.36,28.56,54.26,Medium
11379,High-Growth Startup,0,3.639946675866801e-09,11089.289,9.21,50.61,69.35,Medium
11974,At-Risk SMB,0,1.8494443466005985e-07,866.9873,14.64,17.95,27.79,Low
13897,At-Risk SMB,0,9.899080659739573e-08,-12.791591,8.38,20.0,38.16,Low
10414,Discount-Heavy Stable,0,2.894156141852914e-09,349.22604,11.02,25.05,43.85,Low
14768,High-Growth Startup,0,2.2034446341014453e-09,344.00046,7.47,37.66,69.99,Medium
11408,High Revenue Loyal,0,2.382335825137135e-09,3049.5273,6.78,44.47,74.81,Medium
12408,High Revenue Loyal,0,3.189820232349278e-09,5104.5874,7.76,49.13,79.47,High
10802,At-Risk SMB,1,0.999932715806837,487.704,65.5,12.31,17.71,Low
11289,At-Risk SMB,0,4.378137247897735e-09,3246.016,12.98,22.33,31.57,Low
11559,High-Growth Startup,0,1.8927623355492564e-09,903.60236,8.01,33.89,57.85,Medium
12320,Discount-Heavy Stable,0,1.5580961921765475e-09,7835.312,10.04,35.55,45.23,Low
