Customer_ID,Geo_ID,Industry_ID,Product_ID,Cluster_Label,Account_Tier,Company_Size,Company_Age_Years,Employees,Legal_Entity_Type,HQ_vs_Billing,Tenure_Months,Contract_Type,Contract_Start_Date,Contract_End_Date,Renewal_Probability,CSM_Assigned,CSM_Name,Executive_Sponsor,Health_Score,Onboarding_Completed,QBR_Completed_Last_6M,Last_Training_Days_Ago,Licenses_Purchased,Daily_Active_Users,Feature_Adoption_Pct,API_Calls_Monthly,Mobile_Users_Pct,Sessions_Per_User_Day,Avg_Session_Minutes,Integrations_Count,Custom_Reports_Count,Automations_Active,Support_Tickets,Escalated_Tickets,CSAT_Score,NPS_Score,Subscription_Value_Local,Discount_Pct,ACV_Local,ACV_USD,Last_Invoice_Amount_USD,Lifetime_Revenue_USD,Add_On_Revenue_USD,Payment_Delay_Days,Price_Sensitivity,Competitor_Mentioned,Downsell_Requested,Renewal_Risk_Flag,Churn,Next_Quarter_Revenue_USD,Total_Transactions,Total_Revenue_USD,Avg_Revenue_USD,Total_Billed_USD,Total_AddOn_Revenue,Avg_Discount,Avg_Tax,Avg_Payment_Delay,Max_Payment_Delay,Avg_Daily_Active_Users,Avg_Monthly_Active_Users,Avg_Feature_Adoption,Avg_API_Calls,Avg_Licenses_Used,Avg_Licenses_Purchased,Avg_License_Utilization,Avg_Sessions,Avg_Session_Min,Avg_Mobile_Sessions,Avg_Integrations,Avg_Automations,Avg_Reports,Avg_Data_Records,Avg_Storage,Avg_Errors,Avg_Uptime,Total_Events,Avg_Resolution_Days,Avg_Score,At-Risk Alert,CSAT Survey,Certification Earned,Champion Change,Community Post,Escalation,Executive Business Review,NPS Survey,Onboarding Call,Product Feedback,QBR Meeting,Support Ticket,Training Session,Unknown,Webinar Attended, Chat  , Email  , In-App  , In-Person  , Phone  , Portal  , Video Call  ,Chat,Email,In-App,In-Person,Phone,Portal,Video Call,Critical,High,Low,Medium,Not Applicable_x,Closed-No-Action,Escalated,Not Applicable_y,Pending,Resolved,Workaround,Negative,Neutral,Positive,FollowUp_Count,SLA_Breach_Count,Manager_Escalation_Count
12906,15,10,17,High-Growth Startup,Platinum,SMB (50-250),2,371.0,Pte Ltd,Same as Billing,12,Multi-Year,2022-01-28,2024-01-28,0.76,No,Unknown,Yes,83,No,No,14,96,75,66.0,23457,16.6,3.4,23.0,3,9,11,9,2,4.1,57.0,25528,15.6,21545,1249,327,1190,311,2,High,No,No,Low,1,14,2,145,72.5,169,24,14.600000000000001,0.0,2.0,2,84.83333333333333,137.58333333333334,75.03333333333333,27412.25,91.75,96.0,88.11666666666667,2033.0,24.383333333333336,16.258333333333333,3.0,334.25,45.333333333333336,6707.75,16.249166666666667,5.166666666666667,99.08833333333332,13,0.6923076923076923,0.29230769230769227,0,1,0,0,1,1,0,0,1,1,0,6,2,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,4,0,1,3,3,6,1,0,6,3,3,0,4,2,7,7,0,1
14665,7,2,22,High-Growth Startup,Gold,Enterprise (1000+),8,818.0,KK,Same as Billing,7,Pay-As-You-Go,2022-05-07,2023-05-07,0.7,Yes,CSM-017,No,57,Yes,No,157,128,83,44.8,34946,24.4,2.7,10.0,4,6,17,7,1,4.2,14.0,23807,18.6,19378,19378,4692,10069,794,0,Medium,No,No,Low,0,6325,4,6918,1729.5,6918,0,17.95,13.25,0.0,0,88.57142857142857,151.0,48.871428571428574,35045.71428571428,113.71428571428571,128.0,69.2,2540.5714285714284,9.514285714285714,23.657142857142855,4.0,477.85714285714283,34.285714285714285,6994.857142857143,27.254285714285714,3.857142857142857,98.93142857142857,13,0.15384615384615385,0.5846153846153845,0,1,1,1,0,1,1,1,0,1,1,3,2,0,0,0,0,0,0,0,0,0,2,4,2,0,0,3,2,2,2,0,0,9,0,1,9,0,3,0,1,4,8,1,5,0
14552,6,2,7,High-Growth Startup,Gold,SMB (50-250),11,63.0,KK,Same as Billing,3,Monthly,2023-04-10,2023-07-09,0.72,No,Unknown,No,84,No,No,14,131,86,30.6,31268,41.2,2.0,16.0,4,8,13,7,0,4.3,4.0,35313,0.0,35313,35313,9697,9013,98,5,Low,No,Yes,Low,0,11780,10,89705,8970.5,90253,548,0.0,10.0,5.0,5,87.0,140.66666666666666,32.06666666666667,31693.333333333332,113.0,131.0,66.39999999999999,2184.3333333333335,15.566666666666668,39.9,4.0,328.0,26.666666666666668,2417.0,7.303333333333334,6.0,98.89333333333333,12,0.16666666666666666,0.75,0,2,2,1,0,0,0,0,1,0,1,4,1,0,0,1,0,0,0,0,0,0,4,2,0,2,1,1,1,0,1,1,2,8,1,0,8,1,2,0,3,2,7,3,1,0
11176,176,6,18,High-Growth Startup,Gold,Enterprise (1000+),7,860.0,SAS,Different Country,29,Monthly,2022-07-01,2022-09-29,0.86,Yes,CSM-003,Yes,88,Yes,No,251,49,64,85.0,34204,15.2,4.0,14.0,1,4,20,3,0,3.5,38.0,29904,3.0,29006,104,21,267,191,6,Medium,No,No,Low,0,32,8,71,8.875,71,0,2.0,8.625,6.0,6,84.41379310344827,135.6551724137931,97.41034482758621,47887.75862068965,49.0,49.0,100.0,2082.5862068965516,14.379310344827585,16.151724137931033,1.0,619.8620689655172,19.413793103448278,8840.310344827587,30.662068965517243,5.448275862068965,99.04068965517241,13,3.0,1.5384615384615385,0,0,0,0,1,1,2,1,2,0,0,5,0,1,0,0,0,0,0,0,0,0,1,2,3,1,2,2,2,1,1,4,1,6,1,1,6,0,5,0,4,0,9,7,0,0
11339,12,13,16,Discount-Heavy Stable,Platinum,Enterprise (1000+),9,132.0,BV,Same as Billing,31,Monthly,2023-07-02,2023-09-30,0.76,Yes,CSM-019,Yes,50,Yes,No,20,70,56,54.4,12887,41.5,3.4,18.0,6,10,12,6,1,4.0,24.0,21299,29.7,14973,11080,3299,27845,157,23,High,No,No,Low,0,2842,9,45009,5001.0,45009,0,26.022222222222222,10.444444444444445,23.0,23,58.54838709677419,96.41935483870968,58.722580645161294,14181.548387096775,67.41935483870968,70.0,83.50322580645161,1528.483870967742,17.858064516129033,41.11290322580645,6.0,336.19354838709677,49.54838709677419,3197.8709677419356,20.84225806451613,5.32258064516129,99.13483870967741,12,1.9166666666666667,0.6833333333333332,0,2,0,0,0,4,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,2,3,3,0,1,2,1,8,0,0,8,0,4,0,3,2,7,4,2,1
14548,121,22,12,High Revenue Loyal,Gold,Mid-Market (251-1000),9,6907.0,BV,Same as Billing,43,Annual,2024-04-24,2025-04-24,0.9,Yes,CSM-023,Yes,95,Yes,Yes,19,181,169,69.7,51334,49.9,4.5,33.0,6,16,19,2,0,3.2,52.0,58694,11.6,51885,622,151,2089,4501,1,Low,No,No,Low,0,193,12,4429,369.0833333333333,4433,4,9.558333333333334,7.916666666666667,1.0,1,216.86111111111111,334.9166666666667,87.45833333333333,66515.13888888889,181.0,181.0,99.12222222222222,5379.111111111111,32.17777777777778,49.922222222222224,6.0,573.4166666666666,80.72222222222223,5705.888888888889,23.856944444444444,4.722222222222222,99.06083333333333,5,1.2,0.0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,2,1,2,0,0,2,0,3,0,3,1,1,3,0,1
12342,31,5,23,High Revenue Loyal,Bronze,Startup (<50),12,564.0,Pte Ltd,Same as Billing,71,Annual,2023-05-08,2024-05-07,0.87,Yes,CSM-011,No,87,Yes,Yes,1,204,123,80.3,58702,35.5,2.8,20.0,6,9,25,6,0,4.2,62.0,78402,11.6,69307,88019,21195,540649,2282,1,Medium,No,No,Low,0,24023,15,302407,20160.466666666667,303566,1159,8.440000000000001,9.6,1.0,1,153.83333333333334,251.22222222222223,95.58888888888889,73128.61111111111,180.69444444444446,204.0,75.40833333333333,4071.3055555555557,19.441666666666666,35.15555555555555,6.0,761.4722222222222,41.416666666666664,5665.944444444444,22.160833333333336,5.5,99.03694444444444,7,0.5714285714285714,11.457142857142857,0,1,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,3,0,0,2,1,4,0,1,4,1,1,0,1,4,2,2,0,0
14387,147,9,22,At-Risk SMB,Gold,Mid-Market (251-1000),3,8.0,KK,Same as Billing,32,Annual,2024-11-14,2025-11-14,0.38,No,Unknown,No,53,No,Yes,6,68,54,10.2,5259,38.5,2.2,15.0,2,1,5,13,6,2.5,-24.0,10899,27.6,7890,1104,311,2866,10,11,Medium,Yes,Yes,High,0,210,15,1073,71.53333333333333,1156,83,24.34,6.466666666666667,11.0,11,47.59375,77.15625,9.0625,4605.65625,57.875,68.0,69.984375,1183.84375,14.84375,39.3625,2.0,145.25,4.78125,4458.34375,17.176875,5.0,99.0675,20,0.6,-0.54,0,4,1,0,0,0,0,1,0,2,1,6,2,2,1,0,0,0,1,0,0,0,3,3,1,1,5,3,3,0,1,4,1,14,2,0,14,1,3,0,8,8,4,4,1,0
13434,108,21,8,High Revenue Loyal,Silver,SMB (50-250),11,377.0,Ltda,Same as Billing,89,Multi-Year,2023-04-13,2025-04-12,0.87,Yes,CSM-005,Yes,87,Yes,Yes,1,195,158,96.1,49485,32.2,3.1,24.0,9,13,21,4,0,4.3,22.0,102357,14.6,87412,2797,770,19939,1620,2,Medium,No,No,Low,0,844,14,11726,837.5714285714286,11741,15,10.6,7.642857142857143,2.0,2,199.41666666666666,313.80555555555554,99.49722222222222,62102.02777777778,193.13888888888889,195.0,94.69999999999999,5124.388888888889,23.541666666666668,31.702777777777776,9.0,626.0555555555555,63.30555555555556,8093.444444444444,23.940555555555555,4.361111111111111,99.01305555555555,3,2.6666666666666665,1.3666666666666665,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,2,1,1,0,1
14645,148,1,8,High Revenue Loyal,Platinum,SMB (50-250),8,1263.0,Ltda,Same as Billing,75,Annual,2023-03-31,2024-03-30,0.99,Yes,CSM-021,Yes,83,Yes,Yes,16,205,114,82.3,48147,36.2,3.4,23.0,10,12,16,3,0,4.9,29.0,73305,9.5,66341,9287,2346,57886,314,0,Low,No,No,Low,0,2994,5,9309,1861.8,9325,16,7.720000000000001,6.2,0.0,0,144.86111111111111,227.63888888888889,95.375,58912.13888888889,179.25,205.0,70.66388888888889,3655.8611111111113,22.994444444444444,36.66388888888889,10.0,473.52777777777777,57.583333333333336,5571.138888888889,20.737499999999997,5.0,99.01694444444445,10,0.2,0.47000000000000003,0,1,1,0,0,0,0,0,0,3,0,1,2,2,0,0,0,0,0,0,0,0,3,1,3,0,1,0,2,2,0,0,0,8,0,0,8,1,1,0,3,1,6,7,3,0
12901,39,12,3,At-Risk SMB,Strategic,SMB (50-250),10,70.0,Corp,Same as Billing,31,Annual,2024-08-07,2025-08-07,0.55,Yes,CSM-012,Yes,39,No,No,24,38,47,29.4,5027,22.7,3.1,5.0,1,1,3,14,5,3.9,4.0,24986,17.1,20713,22577,5368,64062,33,3,High,No,No,Low,0,3455,12,78278,6523.166666666667,78444,166,13.424999999999999,6.0,3.0,3,41.516129032258064,68.09677419354838,25.62258064516129,4572.290322580645,38.0,38.0,98.63870967741936,971.5806451612904,5.04516129032258,22.748387096774195,1.0,91.41935483870968,4.516129032258065,4342.322580645161,15.111290322580645,4.774193548387097,99.0241935483871,19,1.0526315789473684,0.05263157894736842,0,0,1,0,0,3,2,1,1,1,2,7,0,1,0,0,0,0,0,0,0,0,6,3,1,0,5,1,3,2,0,8,0,9,2,1,9,1,6,0,14,4,1,9,1,0
13359,150,8,4,High-Growth Startup,Silver,SMB (50-250),2,639.0,Pte Ltd,Same as Billing,3,Multi-Year,2023-02-21,2025-02-20,0.76,No,Unknown,No,71,Yes,No,42,88,36,53.2,45451,34.5,2.0,20.0,4,7,12,12,0,4.6,40.0,43678,15.0,37126,2,0,0,1219,5,Low,No,No,Low,0,0,12,7,0.5833333333333334,7,0,14.216666666666667,8.583333333333334,5.0,5,37.666666666666664,57.0,55.5,42960.333333333336,45.333333333333336,88.0,42.800000000000004,959.6666666666666,21.766666666666666,32.86666666666667,4.0,331.3333333333333,33.0,2306.0,36.46666666666666,4.0,99.24666666666667,20,0.05,3.6,0,0,1,2,3,0,3,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,2,4,3,1,4,3,3,0,0,0,1,19,0,0,19,1,0,0,4,7,9,4,3,0
13321,3,3,23,High Revenue Loyal,Bronze,Mid-Market (251-1000),9,432.0,BV,Same as Billing,74,Monthly,2024-09-07,2024-12-06,0.99,Yes,CSM-023,Yes,80,Yes,No,15,232,153,80.2,72828,26.9,3.9,22.0,5,17,18,2,0,4.9,41.0,105860,6.0,99508,99508,26276,600465,1945,3,Medium,No,No,Low,0,27247,8,211160,26395.0,211983,823,4.85,13.875,3.0,3,191.61111111111111,311.8333333333333,95.30833333333334,92461.52777777778,218.5,232.0,81.6888888888889,4551.777777777777,21.91111111111111,26.916666666666668,5.0,531.9722222222222,85.66666666666667,4404.472222222223,23.369166666666665,4.75,99.07777777777778,5,0.8,9.6,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,4,0,0,4,0,1,0,0,1,4,2,0,0
11116,129,10,10,High Revenue Loyal,Bronze,Mid-Market (251-1000),7,234.0,Corp,Same as Billing,64,Multi-Year,2023-02-05,2025-02-04,0.99,Yes,CSM-030,No,98,No,No,31,213,132,85.4,53823,65.3,2.7,26.0,6,16,16,3,0,3.5,55.0,78568,12.6,68668,460,90,2308,674,0,Low,No,No,Low,0,122,8,311,38.875,314,3,11.3125,10.125,0.0,0,164.97222222222223,259.0833333333333,97.05000000000001,66012.66666666667,193.25,213.0,77.45277777777778,3975.5,25.444444444444443,66.12777777777778,6.0,492.27777777777777,79.86111111111111,6423.722222222223,27.49277777777778,4.777777777777778,99.08138888888888,10,0.5,0.36,3,1,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,2,1,2,4,0,0,0,0,1,3,1,5,0,0,8,0,2,0,3,2,5,3,0,0
10103,6,8,26,High Revenue Loyal,Strategic,Enterprise (1000+),10,293.0,Pte Ltd,Same as Billing,58,Annual,2024-02-29,2025-02-28,0.99,No,Unknown,Yes,98,Yes,Yes,2,284,150,91.4,61430,40.1,2.6,28.0,8,17,21,3,0,4.4,66.0,77935,0.0,77935,77935,20760,394583,685,1,High,No,No,Low,0,23326,13,128159,9858.384615384615,128705,546,0.0,6.6923076923076925,1.0,1,185.94444444444446,304.5,98.76111111111112,73533.36111111111,235.61111111111111,284.0,65.46666666666667,4737.527777777777,27.172222222222224,39.86388888888889,8.0,640.4722222222222,87.13888888888889,5833.888888888889,28.9225,5.055555555555555,98.92805555555555,9,0.4444444444444444,4.111111111111111,1,0,0,3,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,1,0,0,1,2,6,0,0,7,1,1,0,1,5,3,3,0,0
14877,138,20,20,High Revenue Loyal,Gold,SMB (50-250),13,900.0,GmbH,Same as Billing,60,Annual,2023-02-06,2024-02-06,0.99,Yes,CSM-037,No,75,No,No,54,205,122,32.9,72010,38.6,4.3,27.0,8,16,22,3,0,5.0,61.0,58297,11.0,51884,38394,9132,178412,464,1,Low,No,Yes,Low,0,11520,8,176147,22018.375,178028,1881,8.35,11.875,1.0,1,152.19444444444446,245.52777777777777,41.580555555555556,91548.11111111111,178.97222222222223,205.0,74.24722222222222,4023.3333333333335,26.13888888888889,39.861111111111114,8.0,639.3611111111111,80.30555555555556,8373.916666666666,20.158611111111114,5.527777777777778,99.12083333333334,8,0.625,4.5,0,0,0,0,0,0,1,1,2,1,0,2,0,0,1,0,0,0,0,0,0,0,3,0,1,1,1,2,0,0,0,1,1,6,0,0,6,1,1,0,3,2,3,0,0,0
11877,6,2,22,High Revenue Loyal,Bronze,SMB (50-250),12,756.0,Pty Ltd,Different Country,62,Multi-Year,2022-11-03,2024-11-02,0.97,Yes,CSM-011,No,85,Yes,Yes,31,185,155,63.3,55825,31.6,4.2,34.0,9,17,26,0,0,4.7,26.0,140228,5.5,132515,132515,33441,603436,432,0,Medium,No,No,Low,0,38819,15,163827,10921.8,164853,1026,4.206666666666667,8.466666666666667,0.0,0,198.72222222222223,312.3611111111111,78.75833333333334,70630.30555555556,183.05555555555554,185.0,96.54166666666667,4805.0,33.75555555555556,31.200000000000003,9.0,777.1388888888889,79.22222222222223,6078.666666666667,30.668055555555554,4.972222222222222,98.97194444444443,9,0.5555555555555556,1.8333333333333333,0,0,1,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,1,2,1,0,2,0,3,0,0,3,0,6,0,0,6,1,2,0,0,2,7,3,0,0
14858,96,1,7,High-Growth Startup,Bronze,SMB (50-250),1,337.0,BV,Same as Billing,12,Multi-Year,2024-02-22,2026-02-21,0.6,Yes,CSM-007,Yes,76,Yes,Yes,14,130,81,68.2,32032,41.8,2.7,24.0,2,9,14,3,0,4.0,41.0,44412,10.3,39837,10755,2324,11790,801,1,Low,Yes,No,Low,0,3500,13,15651,1203.923076923077,15723,72,9.338461538461539,12.615384615384615,1.0,1,90.25,153.0,77.85833333333333,37216.666666666664,109.66666666666667,130.0,69.425,2360.8333333333335,24.2,43.71666666666667,2.0,389.5833333333333,44.5,4075.1666666666665,27.263333333333332,5.583333333333333,98.94,9,1.0,7.344444444444444,0,1,0,0,0,2,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,2,0,3,1,1,0,0,3,1,5,0,0,5,1,2,1,5,1,3,3,0,2
11871,127,13,25,At-Risk SMB,Gold,Mid-Market (251-1000),6,89.0,GmbH,Same as Billing,3,Annual,2023-09-01,2023-11-30,0.42,Yes,CSM-050,No,39,Yes,No,68,41,66,23.9,5312,11.5,2.9,8.0,2,0,3,14,3,3.0,-21.0,15646,25.9,11593,139,38,33,32,2,Medium,No,Yes,Medium,1,0,11,76,6.909090909090909,76,0,20.172727272727272,8.545454545454545,2.0,2,66.0,104.33333333333333,23.53333333333333,5118.0,41.0,41.0,100.0,1178.3333333333333,8.1,11.566666666666668,2.0,103.33333333333333,0.0,3258.6666666666665,3.4466666666666668,3.6666666666666665,98.95333333333333,20,0.8,-0.255,0,2,0,0,1,1,1,1,5,1,1,3,2,0,2,0,0,0,0,0,0,0,0,6,5,5,1,1,2,1,0,2,1,16,0,0,16,0,4,0,11,4,5,9,2,1
11859,17,1,18,High Revenue Loyal,Silver,SMB (50-250),15,3835.0,SAS,Same as Billing,42,Multi-Year,2023-03-09,2025-03-08,0.95,Yes,CSM-045,No,77,Yes,Yes,3,173,173,84.9,45551,10.0,5.5,23.0,6,8,20,3,1,3.9,85.0,82138,0.7,81563,16312,4532,56780,1098,3,Low,No,No,Low,0,4629,10,10967,1096.7,11083,116,0.6,7.6,3.0,3,220.44444444444446,340.55555555555554,97.07499999999999,57591.11111111111,173.0,173.0,100.0,5640.222222222223,23.27777777777778,10.71111111111111,6.0,613.6944444444445,38.52777777777778,6382.277777777777,23.16638888888889,4.916666666666667,98.99416666666667,12,0.16666666666666666,7.916666666666667,0,1,1,3,0,0,0,1,2,0,0,1,3,0,0,0,0,0,1,0,0,0,2,1,2,0,0,4,2,0,0,1,0,11,0,0,11,0,1,0,0,3,9,4,2,0
12296,173,22,21,High Revenue Loyal,Silver,Mid-Market (251-1000),6,6665.0,BV,Same as Billing,56,Annual,2022-05-19,2023-05-19,0.99,Yes,CSM-035,No,90,Yes,Yes,10,186,147,62.3,52146,34.8,3.8,28.0,8,10,28,5,0,4.3,37.0,63548,2.1,62213,566,161,2316,2361,7,High,No,No,Low,0,153,14,267,19.071428571428573,275,8,1.4857142857142858,9.142857142857142,7.0,7,187.88888888888889,302.4166666666667,78.46944444444445,64254.694444444445,184.91666666666666,186.0,94.1888888888889,4882.277777777777,28.436111111111114,35.827777777777776,8.0,893.6666666666666,48.75,6270.444444444444,29.114722222222227,5.305555555555555,98.87694444444445,8,2.25,4.875,0,0,0,0,0,0,2,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,0,4,0,1,4,0,3,0,0,3,5,1,1,0
10071,34,12,15,High Revenue Loyal,Bronze,SMB (50-250),11,293.0,KK,Same as Billing,47,Annual,2023-10-10,2024-10-09,0.9,Yes,CSM-043,Yes,72,Yes,Yes,20,205,147,66.5,28398,34.2,4.2,23.0,8,13,20,5,0,4.7,51.0,51296,3.8,49346,62669,13923,265472,245,1,Medium,No,No,Low,0,17479,7,20409,2915.5714285714284,20872,463,3.2142857142857144,6.857142857142857,1.0,1,189.25,303.4166666666667,83.94722222222222,36529.97222222222,198.19444444444446,205.0,89.58055555555556,5029.194444444444,22.49722222222222,34.355555555555554,8.0,620.8333333333334,62.80555555555556,5628.527777777777,31.052499999999995,4.972222222222222,98.9511111111111,9,1.1111111111111112,6.111111111111111,0,0,1,0,1,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,2,1,3,0,0,0,1,0,3,5,2,0,5,0,2,0,0,2,7,2,0,0
13209,105,1,10,High Revenue Loyal,Silver,Mid-Market (251-1000),18,4574.0,BV,Different Country,77,Annual,2023-10-27,2024-10-26,0.97,Yes,CSM-002,No,91,Yes,Yes,15,211,152,87.2,78167,57.2,4.6,31.0,7,12,26,2,0,4.3,37.0,88260,5.5,83405,4503,1335,30982,644,3,High,No,No,Low,0,1345,13,1989,153.0,2032,43,4.392307692307693,9.615384615384615,3.0,3,187.16666666666666,296.80555555555554,98.13055555555555,96667.97222222222,201.47222222222223,211.0,87.03333333333333,4934.083333333333,30.83055555555556,56.77222222222222,7.0,795.0277777777778,59.69444444444444,4696.055555555556,18.7125,5.166666666666667,98.89222222222222,6,1.1666666666666667,2.6666666666666665,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,1,1,3,1,0,3,1,1,0,2,2,2,0,0,0
11925,36,2,32,High Revenue Loyal,Strategic,Enterprise (1000+),11,927.0,BV,Different Country,50,Annual,2024-10-24,2025-10-24,0.8,Yes,CSM-028,Yes,74,Yes,Yes,56,220,123,70.8,59995,40.9,1.7,27.0,6,19,26,6,0,4.5,67.0,44228,17.3,36576,39867,11993,153183,558,0,Low,No,No,Low,0,11839,14,167729,11980.642857142857,169362,1633,14.157142857142857,12.714285714285714,0.0,0,156.75,259.75,88.24444444444445,76351.36111111111,180.58333333333334,220.0,71.25277777777778,3682.222222222222,27.044444444444444,40.80555555555556,6.0,775.0833333333334,94.66666666666667,5679.555555555556,26.942777777777778,4.944444444444445,98.98944444444444,9,0.3333333333333333,0.5,0,1,0,0,0,1,1,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,4,0,1,0,3,0,1,0,1,0,2,6,0,0,6,1,1,1,2,0,7,1,2,0
12237,36,13,6,High Revenue Loyal,Silver,Mid-Market (251-1000),11,509.0,Pte Ltd,Same as Billing,56,Annual,2023-06-16,2024-06-15,0.99,Yes,CSM-015,No,92,Yes,Yes,50,180,189,77.6,34474,21.4,3.4,25.0,8,18,12,3,0,3.9,48.0,72561,3.9,69731,76006,16294,319481,55,1,High,No,No,Low,0,19263,11,90642,8240.181818181818,90642,0,3.227272727272727,12.363636363636363,1.0,1,234.94444444444446,362.94444444444446,93.44444444444444,42485.52777777778,180.0,180.0,99.65833333333333,5491.472222222223,24.78611111111111,21.455555555555556,8.0,371.1666666666667,89.41666666666667,6331.555555555556,25.662222222222223,5.277777777777778,99.04305555555555,5,0.2,0.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,3,0,0,3,0,2,0,0,0,5,1,0,1
12174,108,1,17,High Revenue Loyal,Silver,Mid-Market (251-1000),4,2007.0,KK,Same as Billing,58,Annual,2023-07-30,2024-07-29,0.99,No,Unknown,Yes,82,Yes,Yes,22,249,142,80.7,48868,43.8,4.2,25.0,4,20,16,1,0,5.0,97.0,102590,5.0,97460,3118,619,14673,384,2,Medium,No,No,Low,0,813,9,1540,171.11111111111111,1559,19,4.266666666666667,7.222222222222222,2.0,2,177.38888888888889,284.6666666666667,95.75,63206.52777777778,211.55555555555554,249.0,71.23333333333333,4481.5,25.116666666666667,44.43611111111111,4.0,474.8333333333333,99.91666666666667,4627.388888888889,28.73194444444444,5.611111111111111,98.93805555555555,3,1.3333333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,2,0,1,2,0,1,0,0
14063,56,22,31,High Revenue Loyal,Bronze,Enterprise (1000+),19,657.0,Pte Ltd,Different Country,55,Monthly,2024-11-11,2025-02-09,0.96,Yes,CSM-009,No,81,No,Yes,16,238,128,81.8,69351,42.0,3.5,29.0,10,10,21,4,0,4.8,29.0,91999,11.8,81143,88445,24014,368828,2399,1,Low,Yes,No,Low,0,25250,12,180368,15030.666666666666,181750,1382,11.025,8.25,1.0,1,155.61111111111111,250.08333333333334,95.91944444444444,90171.19444444444,188.83333333333334,238.0,65.37777777777778,3904.3611111111113,29.099999999999998,42.69722222222222,10.0,623.1666666666666,46.416666666666664,6329.166666666667,24.1,4.916666666666667,99.09055555555557,8,2.625,0.0,0,0,0,0,1,3,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,2,0,0,2,3,1,2,0,0,2,0,6,0,1,1,6,2,1,1
13935,137,1,6,At-Risk SMB,Silver,SMB (50-250),12,120.0,GmbH,Different Country,6,Annual,2022-06-23,2023-06-23,0.5,No,Unknown,No,34,No,Yes,554,20,12,12.7,4024,23.5,3.1,12.0,3,2,3,7,2,2.5,-12.0,13467,23.7,10275,6678,1598,3501,712,12,High,Yes,No,Low,0,1308,17,7495,440.88235294117646,7759,264,20.564705882352943,7.9411764705882355,12.0,12,11.333333333333334,17.666666666666668,12.466666666666667,3773.6666666666665,14.0,20.0,56.666666666666664,270.0,12.183333333333332,23.3,3.0,97.16666666666667,9.833333333333334,3946.8333333333335,11.588333333333333,7.0,99.10833333333333,14,0.14285714285714285,-0.9500000000000001,0,1,1,0,0,0,0,2,3,1,0,4,0,0,2,0,0,0,0,0,0,0,2,3,1,4,1,3,0,0,1,1,2,10,0,0,10,1,3,0,6,7,1,4,1,0
12243,126,16,14,At-Risk SMB,Bronze,SMB (50-250),10,28.0,SAS,Same as Billing,27,Monthly,2022-11-29,2023-02-27,0.45,No,Unknown,Yes,41,No,No,418,57,42,43.6,4961,17.5,1.1,12.0,1,2,3,9,2,1.9,-13.0,11868,13.0,10325,123,33,240,16,22,Medium,Yes,No,High,1,2,4,43,10.75,43,0,11.975,9.0,22.0,22,36.370370370370374,58.629629629629626,39.01481481481482,4526.592592592592,44.592592592592595,57.0,63.81111111111112,886.1851851851852,12.07037037037037,18.214814814814815,1.0,91.55555555555556,9.444444444444445,6550.962962962963,20.622962962962962,4.814814814814815,98.89962962962963,12,1.9166666666666667,0.0,0,0,0,0,1,2,0,0,0,1,2,3,1,1,1,0,0,0,0,0,0,0,3,3,2,1,0,3,0,0,0,3,3,6,0,1,6,2,3,0,7,3,2,1,1,1
